# HI-Small_accounts.csv(IBM AMLworld)에서 추출한 은행 참조 — HI-Small 재생 전용(HI-Large는 같은 코드에 다른 이름). country는 "<Country> Bank #N" 형식에서만 추출
bank_id,name,country
32514,First Bank of Miami,
32516,First Bank of Philadelphia,
32517,Austria Bank #379,Austria
32520,First Bank of Harrisburg,
32521,Bank of the East,
32522,First Bank of Tampa,
32523,Regents Bank,
32524,Bank of Dallas,
32525,Sea Savings Bank,
32526,City National Bank,
32527,Savings Bank of Columbus,
32529,First Bank of Helena,
32530,First Bank of Lacrosse,
32531,National Bank of the North,
32536,Spain Bank #5165,Spain
32537,France Bank #415,France
32538,Italy Bank #4515,Italy
32539,Germany Bank #4514,Germany
32540,Germany Bank #4440,Germany
32543,Italy Bank #564,Italy
32544,France Bank #4927,France
32546,France Bank #381,France
32548,France Bank #4943,France
32550,Germany Bank #4742,Germany
32553,Spain Bank #382,Spain
32555,Portugal Bank #604,Portugal
32556,France Bank #4070,France
32559,Savings Bank of Albany,
32561,Bank of Philadelphia,
32564,Mexico Bank #13,Mexico
32565,Bank of Hartford,
32567,National Bank of Fairfield,
32568,National Bank of Arkadelphia,
32570,National Bank of Dallas,
32572,Netherlands Bank #5252,Netherlands
32573,Greece Bank #3,Greece
32575,Italy Bank #5216,Italy
32578,National Bank of Huron,
32579,The Pine Community Bank,
32580,Savings Bank of Los Angeles,
32581,Bank of Laramie,
32582,First Bank of Omaha,
32584,Baltech Savings Bank,
32585,Savings Bank of Milford,
32588,National Bank of Newport,
32589,National Bank of Springfield,
32590,National Bank of Watertown,
32592,Savings Bank of the South,
32594,Arbor Bancorp,
32595,France Bank #5576,France
32597,Bank of Butte,
32598,City National Credit Union,
32599,Savings Bank of Portland,
32601,Regents Bank,
32604,Spruce Cooperative Bank,
32606,Brownstone Trust Bank,
32607,Brook Thrift,
32609,Savings Bank of Madison,
32610,First Bank of Columbus,
32611,National Bank of Albany,
32612,First Bank of Houston,
32613,First Bank of Huron,
32616,Slovakia Bank #3113,Slovakia
32618,France Bank #4679,France
32620,National Bank of Indianapolis,
32621,First Bank of Providence,
32622,Savings Bank of Phoenix,
32623,Oak Cooperative Bank,
32625,Regents Bancorp,
32626,National Bank of Albany,
32627,First Bank of the West,
32628,National Bank of Lacrosse,
32629,First Bank of Detroit,
32631,Belgium Bank #1605,Belgium
32632,Oasis Trust Bank,
32633,Bank of Houston,
32637,National Bank of Lincoln,
32641,First Bank of Lincoln,
32643,Savings Bank of the West,
32644,First Bank of Hartford,
32645,Bank of Plattsburg,
32646,First Bank of the East,
32651,National Bank of Danbury,
32656,Bank of Newport,
32657,Bank of the South,
32659,National Bank of Hartford,
32667,First Bank of Columbus,
32668,First Bank of Dallas,
32671,National Bank of Columbus,
32672,Savings Bank of Fort Wayne,
32673,National Bank of Lacrosse,
32675,Desert Bancorp,
32677,Desert Bancorp,
32678,First Bank of Bridgeport,
32679,National Bank of Seattle,
32680,First Bank of Milford,
32681,Plandor Savings Bank,
32682,Sappo Thrift,
32686,First Bank of Huron,
32688,Croatia Bank #1025,Croatia
32691,France Bank #5402,France
32693,Bank of Miami,
32694,Germany Bank #1169,Germany
32696,Savings Bank of the South,
32698,Hearthstone Thrift,
32701,Arbor Cooperative Bank,
32702,Oasis Cooperative Bank,
32703,Bank of Tuscon,
32707,First Bank of Pittsburgh,
32708,Arbor Credit Union,
32710,Bank of Arkadelphia,
32711,Bank of Seattle,
32712,Bank of Houston,
32713,Bank of the North,
32714,The Pine Savings Bank,
32716,Brook Credit Union,
32721,Bank of Newbury,
32722,Savings Bank of Laramie,
32723,First Bank of Huron,
32724,First Bank of Fort Wayne,
32725,First Bank of Harrisburg,
32726,Bank of Chicago,
32727,First Bank of Springfield,
32729,National Bank of Dallas,
32731,City National Credit Union,
32733,National Bank of Tampa,
32734,The Pine Savings Bank,
32738,Desert Credit Union,
32739,Germany Bank #384,Germany
32740,Netherlands Bank #4143,Netherlands
32741,Italy Bank #397,Italy
32742,Germany Bank #4815,Germany
32745,France Bank #386,France
32749,Germany Bank #4125,Germany
32753,Slovakia Bank #4128,Slovakia
32757,Italy Bank #511,Italy
32759,Spain Bank #3112,Spain
32760,France Bank #4131,France
32762,Germany Bank #3905,Germany
32763,Flagstone Trust Bank,
32765,National Bank of Harrisburg,
32766,National Bank of the Valley,
32768,Savings Bank of Augusta,
32769,National Bank of Harrisburg,
32770,National Bank of Columbus,
32772,National Bank of Helena,
32778,First Bank of Tuscon,
32779,First Bank of Bridgeport,
32781,Bank of Montpelier,
32782,First Bank of Tuscon,
32783,Spain Bank #428,Spain
32784,First Bank of Newport,
32787,Bank of Chicago,
32789,National Bank of Huron,
32790,Italy Bank #451,Italy
32791,Austria Bank #4863,Austria
32792,France Bank #3191,France
32796,France Bank #398,France
32800,Germany Bank #393,Germany
32801,Italy Bank #394,Italy
32803,Belgium Bank #568,Belgium
32804,France Bank #3598,France
32807,Germany Bank #404,Germany
32810,Italy Bank #3060,Italy
32811,Slovenia Bank #436,Slovenia
32812,Netherlands Bank #4519,Netherlands
32813,Austria Bank #957,Austria
32814,Sunrise Federal Bank,
32815,First Bank of Chicago,
32816,Bank of Plattsburg,
32817,Savings Bank of Chicago,
32819,Germany Bank #1525,Germany
32826,Regents Trust Bank,
32828,Brook Savings Bank,
32829,Germany Bank #416,Germany
32830,Germany Bank #4127,Germany
32834,Italy Bank #4286,Italy
32835,Italy Bank #4140,Italy
32837,Austria Bank #4516,Austria
32838,Spain Bank #4939,Spain
32840,Belgium Bank #403,Belgium
32842,Spain Bank #4682,Spain
32843,Spain Bank #421,Spain
32845,France Bank #431,France
32846,Spain Bank #4342,Spain
32848,Italy Bank #798,Italy
32849,Italy Bank #402,Italy
32850,Spain Bank #3907,Spain
32851,Germany Bank #3788,Germany
32852,Germany Bank #407,Germany
32853,Oak Trust Bank,
32855,Savings Bank of Lacrosse,
32856,Netherlands Bank #4684,Netherlands
32857,France Bank #1077,France
32860,Savings Bank of Omaha,
32861,National Bank of Springfield,
32865,Bank of Danbury,
32866,Willows Credit Union,
32868,Bank of the West,
32869,Bank of Newport,
32870,Sunrise Federal Bank,
32875,Italy Bank #412,Italy
32876,Baltech Cooperative Bank,
32878,Oak Federal Bank,
32879,National Bank of Portland,
32881,Sea Federal Bank,
32885,Savings Bank of Boston,
32886,National Bank of Newbury,
32888,Bank of Dallas,
32889,National Bank of Portland,
32890,National Bank of Fort Wayne,
32891,Bank of the North,
32893,Savings Bank of Albany,
32896,Savings Bank of Cleveland,
32897,Bank of the East,
32898,Savings Bank of Lincoln,
32899,Savings Bank of Fairfield,
32900,Bank of New Orleans,
32903,Germany Bank #830,Germany
32904,France Bank #5176,France
32908,Italy Bank #4144,Italy
32910,Germany Bank #482,Germany
32911,Germany Bank #4268,Germany
32914,Italy Bank #413,Italy
32915,Italy Bank #4134,Italy
32916,Portugal Bank #910,Portugal
32917,First Bank of Tuscon,
32919,First Bank of Omaha,
32921,Brownstone Savings Bank,
32922,Hilltop Savings Bank,
32923,Regents Savings Bank,
32924,Savings Bank of Billings,
32925,Savings Bank of Laramie,
32926,National Bank of Lincoln,
32927,Sunrise Bank,
32931,Acme Federal Bank,
32934,Arbor Bancorp,
32935,Mountain Federal Bank,
32942,National Bank of Huron,
32943,National Bank of Chicago,
32945,Belgium Bank #882,Belgium
32946,France Bank #414,France
32949,Italy Bank #2100,Italy
32950,France Bank #3459,France
32951,Slovenia Bank #4730,Slovenia
32952,France Bank #4071,France
32953,Greece Bank #763,Greece
32956,Slovakia Bank #420,Slovakia
32957,France Bank #418,France
32961,First Bank of Helena,
32962,Savings Bank of Portland,
32963,Bank of Billings,
32964,Germany Bank #518,Germany
32965,National Bank of Butte,
32967,Bank of Detroit,
32968,Plandor Trust Bank,
32972,Bank of Sacramento,
32975,Hearthstone Federal Bank,
32977,National Bank of New Orleans,
32978,Bank of Los Angeles,
32979,Arbor Bancorp,
32981,National Bank of Houston,
32982,First Bank of Chicago,
32983,Willows Trust Bank,
32985,Savings Bank of Springfield,
32987,Greece Bank #4059,Greece
32989,Austria Bank #465,Austria
32990,Italy Bank #3622,Italy
32991,Italy Bank #571,Italy
32993,France Bank #422,France
32996,France Bank #423,France
32997,National Bank of Miami,
33001,First Bank of the North,
33002,Bank of Huron,
33004,City National Bank,
33005,Heath Community Bank,
33009,Bank of Pittsburgh,
33010,The Pine Thrift,
33012,First Bank of Laramie,
33014,First Bank of Tampa,
33017,City National Savings Bank,
33018,Bank of Huron,
33022,First Bank of Billings,
33026,Bank of Billings,
33028,First Bank of Denver,
33029,National Bank of Helena,
33030,National Bank of Cleveland,
33032,First Bank of Pittsburgh,
33033,Plandor Federal Bank,
33035,Bank of Tampa,
33036,Plateau Thrift,
33038,Mountain Cooperative Bank,
33039,Hearthstone Thrift,
33040,Savings Bank of New Orleans,
33042,Bank of Providence,
33043,Heath Community Bank,
33045,First Bank of Cleveland,
33046,Spain Bank #4941,Spain
33047,Bank of Portland,
33048,Bank of Arkadelphia,
33051,National Bank of Fort Wayne,
33056,Hearthstone Trust Bank,
33057,National Bank of Portsmouth,
33058,Savings Bank of Billings,
33061,Brownstone Bank,
33068,First Bank of Lincoln,
33073,Savings Bank of Huron,
33075,Bank of Dallas,
33077,Mountain Savings Bank,
33079,The Pine Federal Bank,
33081,Germany Bank #1924,Germany
33082,Italy Bank #427,Italy
33084,Germany Bank #5259,Germany
33086,Italy Bank #855,Italy
33088,Croatia Bank #4126,Croatia
33090,National Bank of Topeka,
33091,First Bank of New York,
33092,National Bank of Philadelphia,
33094,Flagstone Community Bank,
33096,Heath Federal Bank,
33098,First Bank of New Orleans,
33099,Bank of Madison,
33100,Bank of Tuscon,
33101,Golden Trust Bank,
33102,First Bank of the West,
33104,City National Thrift,
33106,Brownstone Cooperative Bank,
33107,Bank of Pittsburgh,
33108,First Bank of Houston,
33110,Spain Bank #429,Spain
33111,Germany Bank #463,Germany
33114,Germany Bank #486,Germany
33120,Germany Bank #4184,Germany
33121,Germany Bank #432,Germany
33124,France Bank #5267,France
33127,Savings Bank of Pittsburgh,
33128,Savings Bank of Milford,
33133,Savings Bank of Houston,
33136,National Bank of Tampa,
33138,Bank of Detroit,
33140,Savings Bank of Providence,
33143,Bank of Los Angeles,
33144,Capital Savings Bank,
33147,Savings Bank of Newbury,
33148,Bank of Madison,
33149,Bank of Milford,
33151,Bank of Montpelier,
33152,Oak Community Bank,
33153,Bank of Newport,
33156,Capital Bank,
33158,Plandor Trust Bank,
33160,Savings Bank of the West,
33162,Capital Cooperative Bank,
33163,First Bank of Lacrosse,
33164,Savings Bank of Tuscon,
33167,First Bank of Seattle,
33168,National Bank of Harrisburg,
33169,Germany Bank #3695,Germany
33170,Spain Bank #532,Spain
33172,Germany Bank #468,Germany
33174,France Bank #606,France
33175,Germany Bank #467,Germany
33177,Savings Bank of Philadelphia,
33178,Bank of Newport,
33183,Flagstone Credit Union,
33184,First Bank of Billings,
33186,Bank of Albany,
33188,Bank of Indianapolis,
33189,Heath Bank,
33190,National Bank of Laramie,
33191,Savings Bank of the West,
33193,Dawn Federal Bank,
33195,Netherlands Bank #440,Netherlands
33198,First Bank of Chicago,
33200,Italy Bank #2381,Italy
33201,Germany Bank #497,Germany
33202,Spain Bank #4865,Spain
33209,Savings Bank of Columbus,
33210,France Bank #4166,France
33211,First Bank of Tuscon,
33213,Baltech Savings Bank,
33214,National Bank of Newport,
33218,National Bank of Danbury,
33221,First Bank of Billings,
33222,Sunrise Savings Bank,
33223,Bank of Chicago,
33226,Bank of Albany,
33229,Sappo Trust Bank,
33231,First Bank of Augusta,
33232,Savings Bank of Portsmouth,
33235,Regents Federal Bank,
33239,Desert Thrift,
33242,Savings Bank of Boston,
33244,Future Federal Bank,
33245,France Bank #1550,France
33249,First Bank of Lincoln,
33250,National Bank of Detroit,
33256,Willows Credit Union,
33260,Hilltop Bancorp,
33261,Bank of Philadelphia,
33262,First Bank of Tuscon,
33264,Bank of Portland,
33266,Spruce Savings Bank,
33268,Germany Bank #576,Germany
33270,Germany Bank #4680,Germany
33271,First Bank of Plattsburg,
33272,Spain Bank #3921,Spain
33275,Germany Bank #4139,Germany
33276,Portugal Bank #3242,Portugal
33280,Savings Bank of Springfield,
33281,National Bank of Portland,
33285,Oasis Bancorp,
33286,National Bank of New York,
33287,Brownstone Community Bank,
33288,City National Trust Bank,
33291,Bank of Newbury,
33295,Savings Bank of Arkadelphia,
33296,Spruce Federal Bank,
33299,Spain Bank #5166,Spain
33301,Italy Bank #489,Italy
33302,Oasis Credit Union,
33303,Germany Bank #4196,Germany
33304,Bank of New York,
33306,France Bank #648,France
33308,First Bank of Lincoln,
33310,Savings Bank of Helena,
33311,First Bank of Augusta,
33312,First Bank of Portsmouth,
33314,First Bank of Tampa,
33315,Savings Bank of Madison,
33318,National Bank of Denver,
33319,First Bank of Tuscon,
33320,Savings Bank of New Orleans,
33322,Dawn Thrift,
33323,Belgium Bank #3766,Belgium
33325,France Bank #617,France
33327,Italy Bank #4129,Italy
33328,Slovenia Bank #5353,Slovenia
33331,France Bank #4346,France
33335,First Bank of Sacramento,
33338,Savings Bank of the East,
33340,Bank of Augusta,
33341,First Bank of Fort Wayne,
33342,Willows Savings Bank,
33343,Italy Bank #446,Italy
33344,Bank of New York,
33347,Germany Bank #4080,Germany
33350,Bank of Dallas,
33351,Bank of Bridgeport,
33353,Bank of Topeka,
33355,Bank of Indianapolis,
33361,Dawn Trust Bank,
33362,Regents Community Bank,
33363,Future Community Bank,
33364,National Bank of Phoenix,
33366,Lithuania Bank #447,Lithuania
33369,Dawn Credit Union,
33371,Savings Bank of Butte,
33373,First Bank of Newport,
33375,Savings Bank of Springfield,
33377,Bank of Portland,
33378,National Bank of Tuscon,
33379,National Bank of Omaha,
33385,National Bank of the West,
33387,Sea Credit Union,
33388,Spain Bank #1851,Spain
33389,First Bank of Columbus,
33392,Savings Bank of Springfield,
33396,Germany Bank #457,Germany
33397,France Bank #626,France
33398,Netherlands Bank #4197,Netherlands
33399,Germany Bank #4542,Germany
33400,Fieldstone Community Bank,
33401,Spain Bank #3865,Spain
33405,National Bank of Madison,
33407,Bank of Indianapolis,
33408,Spain Bank #522,Spain
33413,France Bank #483,France
33415,Bank of Bridgeport,
33417,Future Trust Bank,
33418,Sunrise Credit Union,
33420,Hilltop Savings Bank,
33422,Willows Savings Bank,
33423,Brownstone Credit Union,
33425,First Bank of Providence,
33426,Sappo Thrift,
33429,First Bank of Chicago,
33430,Plateau Community Bank,
33433,Future Bank,
33434,First Bank of Fort Wayne,
33435,Bank of Houston,
33439,Bank of Tampa,
33441,Spain Bank #597,Spain
33444,First Bank of New York,
33446,Italy Bank #472,Italy
33448,France Bank #610,France
33450,Germany Bank #4132,Germany
33451,Italy Bank #870,Italy
33452,Croatia Bank #456,Croatia
33454,Sappo Community Bank,
33456,Savings Bank of Boston,
33457,Bank of Portsmouth,
33460,First Bank of Harrisburg,
33461,Flagstone Credit Union,
33463,Germany Bank #3947,Germany
33464,France Bank #921,France
33465,Germany Bank #458,Germany
33466,Italy Bank #868,Italy
33471,National Bank of Harrisburg,
33477,Future Thrift,
33479,Savings Bank of Philadelphia,
33486,Bank of Bridgeport,
33491,Netherlands Bank #5191,Netherlands
33495,France Bank #4183,France
33497,Savings Bank of Madison,
33499,First Bank of Boston,
33500,Bank of Indianapolis,
33501,National Bank of Dallas,
33502,Sappo Bancorp,
33506,Spain Bank #4341,Spain
33507,Italy Bank #521,Italy
33510,Desert Trust Bank,
33513,Spain Bank #462,Spain
33518,Germany Bank #3275,Germany
33519,Netherlands Bank #3911,Netherlands
33521,France Bank #496,France
33522,Germany Bank #893,Germany
33523,France Bank #464,France
33528,Italy Bank #471,Italy
33530,France Bank #545,France
33532,Germany Bank #510,Germany
33534,Belgium Bank #474,Belgium
33535,Netherlands Bank #699,Netherlands
33537,Austria Bank #760,Austria
33538,Italy Bank #3798,Italy
33539,Germany Bank #475,Germany
33540,Germany Bank #3086,Germany
33541,Ireland Bank #491,Ireland
33542,France Bank #476,France
33543,Germany Bank #4946,Germany
33547,Portugal Bank #478,Portugal
33548,Germany Bank #502,Germany
33552,Finland Bank #480,Finland
33553,Germany Bank #565,Germany
33554,France Bank #820,France
33555,Spain Bank #5328,Spain
33556,Austria Bank #4015,Austria
33557,Germany Bank #4378,Germany
33558,France Bank #3732,France
33560,Bank of the South,
33561,Savings Bank of Topeka,
33562,France Bank #4740,France
33563,Italy Bank #481,Italy
33564,Savings Bank of Milford,
33567,France Bank #3960,France
33570,France Bank #3588,France
33571,Germany Bank #2756,Germany
33572,Belgium Bank #484,Belgium
33574,Spain Bank #567,Spain
33575,Finland Bank #1449,Finland
33581,Slovenia Bank #515,Slovenia
33583,Italy Bank #555,Italy
33585,Netherlands Bank #561,Netherlands
33586,Italy Bank #4521,Italy
33587,Spain Bank #504,Spain
33588,Finland Bank #4518,Finland
33590,France Bank #3910,France
33591,Netherlands Bank #1033,Netherlands
33594,France Bank #722,France
33597,Belgium Bank #492,Belgium
33600,Spain Bank #1297,Spain
33608,Bank of Phoenix,
33609,National Bank of Plattsburg,
33610,Heath Federal Bank,
33611,First Bank of Augusta,
33613,Savings Bank of Omaha,
33615,Bank of Newport,
33616,First Bank of Springfield,
33617,Bank of Arkadelphia,
33619,Savings Bank of Providence,
33621,Sunrise Cooperative Bank,
33622,Portugal Bank #689,Portugal
33623,Germany Bank #1361,Germany
33624,Germany Bank #558,Germany
33627,Germany Bank #2680,Germany
33628,Germany Bank #4812,Germany
33629,Austria Bank #822,Austria
33631,France Bank #4543,France
33634,China Bank #83,China
33635,Russia Bank #645,Russia
33637,Netherlands Bank #4555,Netherlands
33638,Arbor Cooperative Bank,
33639,Bank of Chicago,
33640,Desert Bank,
33641,Spruce Cooperative Bank,
33644,Regents Bancorp,
33647,Savings Bank of Phoenix,
33652,Italy Bank #5477,Italy
33654,Germany Bank #104,Germany
33655,Germany Bank #1159,Germany
33657,Sea Savings Bank,
33660,Netherlands Bank #5733,Netherlands
33662,France Bank #4965,France
33663,Germany Bank #712,Germany
33664,China Bank #84,China
33665,France Bank #1098,France
33666,France Bank #494,France
33668,Italy Bank #706,Italy
33671,Croatia Bank #602,Croatia
33672,Italy Bank #5731,Italy
33675,France Bank #1129,France
33678,Italy Bank #4852,Italy
33679,Italy Bank #4135,Italy
33681,China Bank #103,China
33684,Italy Bank #790,Italy
33685,Netherlands Bank #4517,Netherlands
33687,Germany Bank #3906,Germany
33688,Spain Bank #766,Spain
33690,France Bank #4529,France
33692,Germany Bank #5096,Germany
33693,Germany Bank #764,Germany
33696,Italy Bank #557,Italy
33701,Austria Bank #664,Austria
33702,France Bank #5168,France
33703,Germany Bank #498,Germany
33704,Germany Bank #3929,Germany
33706,Germany Bank #569,Germany
33707,Ireland Bank #513,Ireland
33708,Bank of Pittsburgh,
33709,Savings Bank of the West,
33710,Savings Bank of Newbury,
33712,Future Bancorp,
33713,Bank of Indianapolis,
33715,Fieldstone Community Bank,
33716,Bank of Hartford,
33719,Savings Bank of Pittsburgh,
33720,Plateau Cooperative Bank,
33721,First Bank of Springfield,
33722,First Bank of Portsmouth,
33723,Bank of Albany,
33724,Bank of Huron,
33725,National Bank of Fairfield,
33726,National Bank of Butte,
33727,National Bank of Columbus,
33728,Savings Bank of Laramie,
33730,Capital Bancorp,
33732,City National Thrift,
33733,Golden Bank,
33739,Acme Trust Bank,
33741,First Bank of the South,
33745,Golden Cooperative Bank,
33750,Mexico Bank #24,Mexico
33751,Heath Thrift,
33752,Savings Bank of Hartford,
33753,The Pine Federal Bank,
33755,Bank of Madison,
33757,Acme Savings Bank,
33758,Oak Bancorp,
33759,Mexico Bank #31,Mexico
33760,Germany Bank #3915,Germany
33761,Arbor Credit Union,
33763,Bank of Seattle,
33765,Croatia Bank #503,Croatia
33766,France Bank #505,France
33767,France Bank #506,France
33769,Germany Bank #4685,Germany
33770,National Bank of the North,
33771,Dawn Bank,
33772,National Bank of Fort Wayne,
33773,National Bank of Lacrosse,
33774,Sunrise Community Bank,
33775,Oasis Bancorp,
33776,First Bank of Indianapolis,
33777,Savings Bank of Portsmouth,
33780,First Bank of Bridgeport,
33781,Bank of Newbury,
33782,National Bank of Bridgeport,
33783,National Bank of the West,
33784,Bank of Omaha,
33785,Sappo Community Bank,
33786,Future Thrift,
33788,Future Trust Bank,
33789,First Bank of Indianapolis,
33793,Savings Bank of Chicago,
33795,National Bank of Danbury,
33800,Bank of Omaha,
33801,Plandor Thrift,
33803,First Bank of Houston,
33806,First Bank of Tampa,
33808,National Bank of the South,
33809,First Bank of Portsmouth,
33810,National Bank of Fort Wayne,
33811,First Bank of Albany,
33812,Hilltop Cooperative Bank,
33814,Savings Bank of Laramie,
33816,Austria Bank #3319,Austria
33818,Germany Bank #643,Germany
33821,First Bank of Denver,
33822,Oasis Federal Bank,
33824,Germany Bank #593,Germany
33826,France Bank #541,France
33828,Italy Bank #5102,Italy
33831,Germany Bank #866,Germany
33832,Belgium Bank #508,Belgium
33833,Austria Bank #529,Austria
33836,France Bank #509,France
33839,France Bank #649,France
33840,Greece Bank #554,Greece
33841,Spain Bank #5254,Spain
33842,Spain Bank #514,Spain
33846,Estonia Bank #5229,Estonia
33847,Spain Bank #516,Spain
33848,Italy Bank #4155,Italy
33851,France Bank #1823,France
33852,Italy Bank #3918,Italy
33853,Bank of Helena,
33855,National Bank of Billings,
33856,Flagstone Savings Bank,
33858,First Bank of Plattsburg,
33860,Oak Savings Bank,
33861,National Bank of Plattsburg,
33864,Germany Bank #705,Germany
33865,Lithuania Bank #517,Lithuania
33869,Germany Bank #1150,Germany
33871,Bank of the North,
33872,Germany Bank #662,Germany
33873,Greece Bank #519,Greece
33874,National Bank of New Orleans,
33875,Capital Credit Union,
33877,Germany Bank #739,Germany
33878,Portugal Bank #533,Portugal
33880,France Bank #651,France
33883,Germany Bank #3982,Germany
33884,Mexico Bank #141,Mexico
33887,Savings Bank of Indianapolis,
33888,Mountain Credit Union,
33889,First Bank of the East,
33890,First Bank of Augusta,
33892,Bank of Springfield,
33893,National Bank of Denver,
33894,Bank of Bridgeport,
33895,National Bank of Watertown,
33896,National Bank of Lacrosse,
33898,Bank of Seattle,
33899,Savings Bank of Pittsburgh,
33903,Fieldstone Credit Union,
33904,National Bank of New Orleans,
33908,Dawn Thrift,
33912,Croatia Bank #4422,Croatia
33913,France Bank #4940,France
33914,Spain Bank #872,Spain
33917,Germany Bank #4233,Germany
33918,First Bank of Hartford,
33920,First Bank of Philadelphia,
33923,Brownstone Trust Bank,
33927,First Bank of Madison,
33928,Bank of Springfield,
33929,Regents Credit Union,
33930,Savings Bank of Tuscon,
33931,Savings Bank of Fairfield,
33932,Spruce Bancorp,
33933,Savings Bank of Houston,
33934,National Bank of Columbus,
33935,Dawn Bank,
33937,Bank of Billings,
33938,Fieldstone Trust Bank,
33939,First Bank of Augusta,
33940,Golden Credit Union,
33941,Baltech Bank,
33943,First Bank of Plattsburg,
33944,Savings Bank of Denver,
33945,National Bank of Butte,
33946,First Bank of the East,
33947,Arbor Thrift,
33948,Plandor Trust Bank,
33949,Dawn Credit Union,
33952,Bank of Huron,
33953,Dawn Thrift,
33955,National Bank of Montpelier,
33956,Sea Credit Union,
33957,First Bank of Omaha,
33958,Mountain Thrift,
33959,Savings Bank of Fort Wayne,
33961,Oak Community Bank,
33962,Bank of Seattle,
33963,Bank of Milford,
33968,First Bank of Los Angeles,
33970,Sappo Savings Bank,
33973,Bank of Billings,
33974,Bank of Laramie,
33976,Spain Bank #4340,Spain
33978,Netherlands Bank #4833,Netherlands
33979,Germany Bank #4898,Germany
33980,Italy Bank #5253,Italy
33981,City National Community Bank,
33982,First Bank of Butte,
33984,Plateau Savings Bank,
33985,First Bank of Tampa,
33987,Regents Community Bank,
33991,The Pine Credit Union,
33993,First Bank of Butte,
33996,City National Savings Bank,
33997,National Bank of Pittsburgh,
33998,First Bank of the Valley,
34002,National Bank of Montpelier,
34006,Bank of Topeka,
34007,Bank of Montpelier,
34012,Plandor Thrift,
34017,Desert Savings Bank,
34018,France Bank #524,France
34020,Italy Bank #525,Italy
34021,Italy Bank #566,Italy
34023,Germany Bank #4419,Germany
34026,France Bank #762,France
34027,France Bank #5255,France
34030,Savings Bank of Watertown,
34032,First Bank of Lacrosse,
34034,First Bank of Houston,
34035,Savings Bank of Phoenix,
34036,Arbor Federal Bank,
34038,Desert Credit Union,
34039,National Bank of Danbury,
34040,Oak Federal Bank,
34042,National Bank of Houston,
34043,Mountain Bancorp,
34046,National Bank of Lacrosse,
34050,First Bank of the West,
34051,Savings Bank of Plattsburg,
34053,Dawn Federal Bank,
34054,First Bank of Phoenix,
34055,Capital Credit Union,
34057,Italy Bank #528,Italy
34059,Germany Bank #608,Germany
34060,Netherlands Bank #4000,Netherlands
34061,Spain Bank #660,Spain
34062,Portugal Bank #526,Portugal
34066,Bank of Detroit,
34067,Savings Bank of New York,
34069,First Bank of Omaha,
34071,Sappo Savings Bank,
34072,Savings Bank of Portsmouth,
34074,Bank of Sacramento,
34076,Bank of Lacrosse,
34077,Fieldstone Bank,
34079,Golden Cooperative Bank,
34081,National Bank of Omaha,
34082,The Pine Thrift,
34084,Savings Bank of New York,
34088,Mountain Federal Bank,
34089,Hearthstone Bank,
34092,National Bank of Augusta,
34093,First Bank of Lincoln,
34095,National Bank of Madison,
34097,Bank of Danbury,
34098,Regents Federal Bank,
34101,Bank of Detroit,
34102,First Bank of Lincoln,
34103,National Bank of Los Angeles,
34104,Savings Bank of New Orleans,
34108,National Bank of Phoenix,
34109,Bank of Watertown,
34110,National Bank of Helena,
34111,Savings Bank of Philadelphia,
34114,France Bank #89,France
34115,Greece Bank #4396,Greece
34117,Bank of Lacrosse,
34118,Savings Bank of Laramie,
34121,France Bank #609,France
34122,Spain Bank #4355,Spain
34125,Italy Bank #551,Italy
34126,Germany Bank #530,Germany
34127,Spain Bank #4386,Spain
34128,Germany Bank #4717,Germany
34129,Germany Bank #4550,Germany
34130,Netherlands Bank #3958,Netherlands
34134,Ireland Bank #4755,Ireland
34135,France Bank #4673,France
34137,Acme Credit Union,
34140,Sunrise Community Bank,
34141,National Bank of Detroit,
34142,Bank of Cleveland,
34143,Savings Bank of New Orleans,
34144,Germany Bank #628,Germany
34146,France Bank #629,France
34147,Slovakia Bank #5167,Slovakia
34148,Germany Bank #3994,Germany
34152,Lithuania Bank #538,Lithuania
34153,Spain Bank #637,Spain
34155,First Bank of Providence,
34156,Bank of Tuscon,
34158,Savings Bank of Boston,
34161,Germany Bank #574,Germany
34163,Germany Bank #1666,Germany
34165,Italy Bank #759,Italy
34168,First Bank of Chicago,
34169,Bank of Tampa,
34171,Savings Bank of the South,
34172,Savings Bank of Tampa,
34174,Oasis Credit Union,
34176,National Bank of Houston,
34177,Golden Credit Union,
34180,First Bank of Springfield,
34181,Savings Bank of Laramie,
34183,Savings Bank of Detroit,
34185,Bank of Helena,
34186,Dawn Thrift,
34187,Austria Bank #540,Austria
34188,Germany Bank #4810,Germany
34189,First Bank of Fort Wayne,
34190,National Bank of Butte,
34192,First Bank of Portsmouth,
34193,Desert Cooperative Bank,
34196,Bank of Portsmouth,
34197,Dawn Credit Union,
34198,National Bank of Tuscon,
34199,Savings Bank of Tampa,
34200,Savings Bank of Milford,
34203,Oak Bank,
34204,Bank of Topeka,
34205,National Bank of Lincoln,
34206,Brook Trust Bank,
34209,First Bank of Detroit,
34211,Italy Bank #556,Italy
34212,Portugal Bank #614,Portugal
34215,Mexico Bank #14,Mexico
34218,Germany Bank #542,Germany
34221,Bank of Portsmouth,
34223,National Bank of Miami,
34224,Bank of Houston,
34226,National Bank of Albany,
34228,Germany Bank #4157,Germany
34232,France Bank #2999,France
